task_id,action_type,agent_confidence,user_past_accept_rate,action_reversibility,deviation_from_routine,accept_label,_generating_rule
style_synth_02738,reorganize_files,0.892,0.253,0.229,0.205,0,low_trust_user
style_synth_02739,schedule_event,0.807,0.817,0.995,0.302,1,high_trust_high_conf
style_synth_02740,pay_bill,0.812,0.357,0.311,0.056,1,confident_default_accept
style_synth_02741,send_reminder,0.846,0.761,0.817,0.372,1,high_trust_high_conf
style_synth_02742,draft_message,0.565,0.797,0.473,0.336,0,low_confidence_default_reject
style_synth_02743,schedule_event,0.721,0.804,0.785,0.23,1,high_trust_high_conf
style_synth_02744,schedule_event,0.916,0.59,0.866,0.238,1,confident_default_accept
style_synth_02745,pay_bill,0.763,0.897,0.095,0.182,0,risky_irreversible_low_conf
style_synth_02746,pay_bill,0.787,0.44,0.495,0.143,1,confident_default_accept
style_synth_02747,send_reminder,0.942,0.579,0.331,0.191,1,confident_default_accept
style_synth_02748,pay_bill,0.782,0.516,0.558,0.133,1,confident_default_accept
style_synth_02749,reorganize_files,0.6,0.671,0.642,0.365,0,low_confidence_default_reject
style_synth_02750,send_reminder,0.691,0.873,0.843,0.505,0,low_confidence_default_reject
style_synth_02751,draft_message,0.815,0.67,0.8,0.253,1,confident_default_accept
style_synth_02752,draft_message,0.779,0.761,0.899,0.383,1,high_trust_high_conf
style_synth_02753,schedule_event,0.843,0.815,0.04,0.218,0,risky_irreversible_low_conf
style_synth_02754,schedule_event,0.487,0.287,0.936,0.639,0,novel_action_distrust
style_synth_02755,reorganize_files,0.786,0.26,0.26,0.116,0,risky_irreversible_low_conf
style_synth_02756,reorganize_files,0.846,0.678,0.887,0.091,1,confident_default_accept
style_synth_02757,schedule_event,0.696,0.567,0.332,0.204,0,low_confidence_default_reject
style_synth_02758,schedule_event,0.622,0.48,0.334,0.517,0,low_confidence_default_reject
style_synth_02759,reorganize_files,0.787,0.223,0.569,0.084,0,low_trust_user
style_synth_02760,reorganize_files,0.852,0.513,0.437,0.192,1,confident_default_accept
style_synth_02761,draft_message,0.68,0.837,0.784,0.05,0,low_confidence_default_reject
style_synth_02762,send_reminder,0.688,0.525,0.709,0.198,0,low_confidence_default_reject
style_synth_02763,send_reminder,0.649,0.6,0.9,0.268,0,low_confidence_default_reject
style_synth_02764,send_reminder,0.676,0.855,0.266,0.364,0,risky_irreversible_low_conf
style_synth_02765,pay_bill,0.653,0.678,0.897,0.366,0,low_confidence_default_reject
style_synth_02766,pay_bill,0.779,0.717,0.862,0.092,1,high_trust_high_conf
style_synth_02767,send_reminder,0.534,0.672,0.92,0.146,0,low_confidence_default_reject
style_synth_02768,pay_bill,0.716,0.798,0.508,0.416,1,high_trust_high_conf
style_synth_02769,draft_message,0.72,0.709,0.292,0.361,0,risky_irreversible_low_conf
style_synth_02770,reorganize_files,0.873,0.838,0.649,0.339,1,high_trust_high_conf
style_synth_02771,send_reminder,0.756,0.886,0.385,0.204,1,high_trust_high_conf
style_synth_02772,draft_message,0.466,0.512,0.249,0.176,0,risky_irreversible_low_conf
style_synth_02773,pay_bill,0.95,0.426,0.143,0.434,1,confident_default_accept
style_synth_02774,pay_bill,0.714,0.636,0.512,0.139,1,confident_default_accept
style_synth_02775,send_reminder,0.53,0.242,0.048,0.531,0,risky_irreversible_low_conf
style_synth_02776,pay_bill,0.404,0.779,0.149,0.083,0,risky_irreversible_low_conf
style_synth_02777,reorganize_files,0.64,0.496,0.734,0.054,0,low_confidence_default_reject
style_synth_02778,draft_message,0.719,0.633,0.225,0.109,0,risky_irreversible_low_conf
style_synth_02779,schedule_event,0.677,0.532,0.351,0.054,0,low_confidence_default_reject
style_synth_02780,pay_bill,0.55,0.809,0.591,0.56,0,low_confidence_default_reject
style_synth_02781,schedule_event,0.763,0.359,0.161,0.199,0,risky_irreversible_low_conf
style_synth_02782,pay_bill,0.182,0.607,0.287,0.503,0,risky_irreversible_low_conf
style_synth_02783,send_reminder,0.831,0.467,0.008,0.45,0,risky_irreversible_low_conf
style_synth_02784,reorganize_files,0.443,0.677,0.694,0.176,0,low_confidence_default_reject
style_synth_02785,send_reminder,0.755,0.712,0.306,0.219,1,high_trust_high_conf
style_synth_02786,reorganize_files,0.588,0.459,0.481,0.109,0,low_confidence_default_reject
style_synth_02787,draft_message,0.506,0.673,0.757,0.56,0,low_confidence_default_reject
style_synth_02788,reorganize_files,0.899,0.52,0.123,0.205,1,confident_default_accept
style_synth_02789,reorganize_files,0.469,0.806,0.49,0.587,1,low_confidence_default_reject
style_synth_02790,send_reminder,0.687,0.876,0.78,0.186,0,low_confidence_default_reject
style_synth_02791,pay_bill,0.746,0.534,0.962,0.345,1,confident_default_accept
style_synth_02792,send_reminder,0.511,0.858,0.486,0.115,0,low_confidence_default_reject
style_synth_02793,draft_message,0.894,0.631,0.58,0.05,1,confident_default_accept
style_synth_02794,reorganize_files,0.864,0.688,0.465,0.375,1,confident_default_accept
style_synth_02795,draft_message,0.976,0.725,0.933,0.647,1,high_trust_high_conf
style_synth_02796,send_reminder,0.455,0.747,0.951,0.13,0,low_confidence_default_reject
style_synth_02797,schedule_event,0.674,0.737,0.87,0.171,0,low_confidence_default_reject
style_synth_02798,schedule_event,0.615,0.675,0.873,0.261,0,low_confidence_default_reject
style_synth_02799,draft_message,0.544,0.27,0.498,0.131,0,low_trust_user
style_synth_02800,draft_message,0.681,0.813,0.436,0.262,0,low_confidence_default_reject
style_synth_02801,send_reminder,0.816,0.811,0.564,0.209,1,high_trust_high_conf
style_synth_02802,draft_message,0.971,0.69,0.839,0.06,1,confident_default_accept
style_synth_02803,reorganize_files,0.728,0.775,0.132,0.254,0,risky_irreversible_low_conf
style_synth_02804,send_reminder,0.786,0.419,0.56,0.268,0,confident_default_accept
style_synth_02805,send_reminder,0.636,0.593,0.961,0.163,0,low_confidence_default_reject
style_synth_02806,draft_message,0.847,0.843,0.153,0.035,0,risky_irreversible_low_conf
style_synth_02807,schedule_event,0.832,0.271,0.053,0.27,0,risky_irreversible_low_conf
style_synth_02808,draft_message,0.878,0.537,0.538,0.329,1,confident_default_accept
style_synth_02809,schedule_event,0.365,0.184,0.732,0.083,0,low_trust_user
style_synth_02810,draft_message,0.756,0.659,0.417,0.394,1,confident_default_accept
style_synth_02811,schedule_event,0.933,0.907,0.217,0.148,1,high_trust_high_conf
style_synth_02812,draft_message,0.732,0.883,0.556,0.306,1,high_trust_high_conf
style_synth_02813,reorganize_files,0.87,0.431,0.54,0.32,1,confident_default_accept
style_synth_02814,draft_message,0.909,0.424,0.758,0.521,1,confident_default_accept
style_synth_02815,schedule_event,0.88,0.742,0.396,0.313,1,high_trust_high_conf
style_synth_02816,pay_bill,0.828,0.745,0.352,0.431,1,high_trust_high_conf
style_synth_02817,pay_bill,0.855,0.543,0.614,0.199,1,confident_default_accept
style_synth_02818,send_reminder,0.714,0.76,0.082,0.223,0,risky_irreversible_low_conf
style_synth_02819,reorganize_files,0.806,0.728,0.227,0.516,0,risky_irreversible_low_conf
style_synth_02820,reorganize_files,0.796,0.562,0.635,0.37,1,confident_default_accept
style_synth_02821,draft_message,0.723,0.645,0.407,0.399,1,confident_default_accept
style_synth_02822,draft_message,0.58,0.435,0.126,0.102,0,risky_irreversible_low_conf
style_synth_02823,draft_message,0.338,0.581,0.306,0.126,0,low_confidence_default_reject
style_synth_02824,schedule_event,0.938,0.329,0.351,0.294,1,confident_default_accept
style_synth_02825,send_reminder,0.459,0.319,0.299,0.251,0,risky_irreversible_low_conf
style_synth_02826,draft_message,0.64,0.575,0.845,0.379,0,low_confidence_default_reject
style_synth_02827,reorganize_files,0.923,0.227,0.604,0.32,0,low_trust_user
style_synth_02828,draft_message,0.464,0.384,0.053,0.163,0,risky_irreversible_low_conf
style_synth_02829,reorganize_files,0.605,0.716,0.917,0.214,0,low_confidence_default_reject
style_synth_02830,pay_bill,0.704,0.291,0.209,0.171,0,risky_irreversible_low_conf
style_synth_02831,send_reminder,0.772,0.662,0.458,0.218,1,confident_default_accept
style_synth_02832,pay_bill,0.679,0.518,0.42,0.453,0,low_confidence_default_reject
style_synth_02833,reorganize_files,0.443,0.622,0.851,0.33,0,low_confidence_default_reject
style_synth_02834,draft_message,0.642,0.289,0.458,0.353,0,low_trust_user
style_synth_02835,send_reminder,0.875,0.729,0.245,0.267,1,high_trust_high_conf
style_synth_02836,draft_message,0.453,0.56,0.784,0.149,0,low_confidence_default_reject
style_synth_02837,send_reminder,0.496,0.386,0.064,0.086,0,risky_irreversible_low_conf
style_synth_02838,reorganize_files,0.617,0.665,0.14,0.496,0,risky_irreversible_low_conf
style_synth_02839,send_reminder,0.872,0.68,0.819,0.42,1,confident_default_accept
style_synth_02840,schedule_event,0.754,0.557,0.81,0.382,1,confident_default_accept
style_synth_02841,schedule_event,0.724,0.586,0.269,0.456,0,risky_irreversible_low_conf
style_synth_02842,pay_bill,0.493,0.508,0.138,0.318,1,risky_irreversible_low_conf
style_synth_02843,pay_bill,0.602,0.641,0.078,0.207,0,risky_irreversible_low_conf
style_synth_02844,send_reminder,0.331,0.728,0.682,0.252,0,low_confidence_default_reject
style_synth_02845,schedule_event,0.537,0.437,0.211,0.159,0,risky_irreversible_low_conf
style_synth_02846,send_reminder,0.77,0.601,0.269,0.066,0,risky_irreversible_low_conf
style_synth_02847,schedule_event,0.592,0.592,0.066,0.151,0,risky_irreversible_low_conf
style_synth_02848,draft_message,0.697,0.681,0.521,0.229,0,low_confidence_default_reject
style_synth_02849,draft_message,0.679,0.414,0.895,0.107,0,low_confidence_default_reject
style_synth_02850,send_reminder,0.568,0.406,0.97,0.291,0,low_confidence_default_reject
style_synth_02851,pay_bill,0.921,0.53,0.341,0.42,1,confident_default_accept
style_synth_02852,draft_message,0.821,0.487,0.528,0.224,1,confident_default_accept
style_synth_02853,send_reminder,0.807,0.726,0.884,0.418,1,high_trust_high_conf
style_synth_02854,send_reminder,0.69,0.379,0.686,0.399,0,low_confidence_default_reject
style_synth_02855,schedule_event,0.636,0.635,0.461,0.073,0,low_confidence_default_reject
style_synth_02856,schedule_event,0.533,0.699,0.916,0.115,0,low_confidence_default_reject
style_synth_02857,send_reminder,0.789,0.831,0.197,0.528,0,risky_irreversible_low_conf
style_synth_02858,pay_bill,0.828,0.521,0.859,0.594,1,confident_default_accept
style_synth_02859,pay_bill,0.762,0.71,0.687,0.563,1,high_trust_high_conf
style_synth_02860,reorganize_files,0.686,0.556,0.999,0.133,0,low_confidence_default_reject
style_synth_02861,reorganize_files,0.759,0.843,0.261,0.157,0,risky_irreversible_low_conf
style_synth_02862,schedule_event,0.614,0.733,0.676,0.099,0,low_confidence_default_reject
style_synth_02863,draft_message,0.452,0.815,0.285,0.2,0,risky_irreversible_low_conf
style_synth_02864,reorganize_files,0.718,0.474,0.892,0.137,1,confident_default_accept
style_synth_02865,send_reminder,0.722,0.58,0.355,0.407,1,confident_default_accept
style_synth_02866,pay_bill,0.678,0.386,0.072,0.431,1,risky_irreversible_low_conf
style_synth_02867,draft_message,0.871,0.606,0.043,0.223,1,confident_default_accept
style_synth_02868,reorganize_files,0.791,0.305,0.573,0.359,1,confident_default_accept
style_synth_02869,pay_bill,0.743,0.547,0.626,0.333,1,confident_default_accept
style_synth_02870,send_reminder,0.606,0.771,0.81,0.495,0,low_confidence_default_reject
style_synth_02871,send_reminder,0.826,0.5,0.636,0.639,0,novel_action_distrust
style_synth_02872,schedule_event,0.86,0.776,0.585,0.352,0,high_trust_high_conf
style_synth_02873,draft_message,0.861,0.58,0.57,0.705,0,novel_action_distrust
style_synth_02874,draft_message,0.831,0.779,0.52,0.187,1,high_trust_high_conf
style_synth_02875,reorganize_files,0.854,0.798,0.411,0.099,1,high_trust_high_conf
style_synth_02876,draft_message,0.654,0.726,0.411,0.322,0,low_confidence_default_reject
style_synth_02877,pay_bill,0.941,0.679,0.924,0.541,1,confident_default_accept
style_synth_02878,schedule_event,0.967,0.207,0.338,0.455,1,low_trust_user
style_synth_02879,draft_message,0.868,0.398,0.453,0.248,1,confident_default_accept
style_synth_02880,draft_message,0.75,0.31,0.532,0.212,1,confident_default_accept
style_synth_02881,schedule_event,0.642,0.584,0.216,0.356,0,risky_irreversible_low_conf
style_synth_02882,draft_message,0.759,0.678,0.3,0.408,1,confident_default_accept
style_synth_02883,send_reminder,0.966,0.821,0.214,0.289,1,high_trust_high_conf
style_synth_02884,schedule_event,0.653,0.522,0.796,0.355,0,low_confidence_default_reject
style_synth_02885,schedule_event,0.681,0.515,0.924,0.47,0,low_confidence_default_reject
style_synth_02886,pay_bill,0.962,0.552,0.11,0.363,1,confident_default_accept
style_synth_02887,reorganize_files,0.723,0.564,0.346,0.071,1,confident_default_accept
style_synth_02888,pay_bill,0.733,0.605,0.945,0.348,1,confident_default_accept
style_synth_02889,draft_message,0.872,0.384,0.884,0.174,1,confident_default_accept
style_synth_02890,draft_message,0.223,0.387,0.646,0.327,0,low_confidence_default_reject
style_synth_02891,send_reminder,0.98,0.441,0.841,0.252,1,confident_default_accept
style_synth_02892,send_reminder,0.978,0.827,0.735,0.213,1,high_trust_high_conf
style_synth_02893,draft_message,0.607,0.559,0.917,0.501,0,low_confidence_default_reject
style_synth_02894,schedule_event,0.897,0.725,0.409,0.252,1,high_trust_high_conf
style_synth_02895,reorganize_files,0.532,0.508,0.623,0.213,0,low_confidence_default_reject
style_synth_02896,send_reminder,0.862,0.328,0.472,0.152,1,confident_default_accept
style_synth_02897,schedule_event,0.763,0.223,0.721,0.282,1,low_trust_user
style_synth_02898,draft_message,0.42,0.815,0.017,0.228,0,risky_irreversible_low_conf
style_synth_02899,draft_message,0.911,0.55,0.57,0.216,1,confident_default_accept
style_synth_02900,pay_bill,0.449,0.805,0.718,0.151,0,low_confidence_default_reject
style_synth_02901,schedule_event,0.717,0.455,0.824,0.225,1,confident_default_accept
style_synth_02902,schedule_event,0.67,0.698,0.996,0.342,0,low_confidence_default_reject
style_synth_02903,send_reminder,0.267,0.195,0.68,0.045,0,low_trust_user
style_synth_02904,reorganize_files,0.823,0.57,0.022,0.355,1,risky_irreversible_low_conf
style_synth_02905,reorganize_files,0.762,0.638,0.227,0.276,0,risky_irreversible_low_conf
style_synth_02906,reorganize_files,0.879,0.66,0.53,0.422,1,confident_default_accept
style_synth_02907,send_reminder,0.563,0.516,0.953,0.149,0,low_confidence_default_reject
style_synth_02908,pay_bill,0.679,0.736,0.902,0.39,0,low_confidence_default_reject
style_synth_02909,reorganize_files,0.934,0.726,0.418,0.068,1,high_trust_high_conf
style_synth_02910,reorganize_files,0.64,0.516,0.324,0.421,0,low_confidence_default_reject
style_synth_02911,draft_message,0.777,0.63,0.293,0.063,0,risky_irreversible_low_conf
style_synth_02912,reorganize_files,0.743,0.402,0.053,0.35,0,risky_irreversible_low_conf
style_synth_02913,send_reminder,0.768,0.686,0.995,0.096,1,confident_default_accept
style_synth_02914,reorganize_files,0.945,0.918,0.159,0.742,1,high_trust_high_conf
style_synth_02915,schedule_event,0.521,0.755,0.315,0.325,0,low_confidence_default_reject
style_synth_02916,pay_bill,0.63,0.404,0.39,0.394,0,low_confidence_default_reject
style_synth_02917,draft_message,0.75,0.269,0.564,0.404,0,low_trust_user
style_synth_02918,reorganize_files,0.699,0.506,0.268,0.15,0,risky_irreversible_low_conf
style_synth_02919,schedule_event,0.817,0.589,0.143,0.126,0,risky_irreversible_low_conf
style_synth_02920,send_reminder,0.667,0.539,0.996,0.27,0,low_confidence_default_reject
style_synth_02921,draft_message,0.491,0.806,0.468,0.194,0,low_confidence_default_reject
style_synth_02922,schedule_event,0.921,0.651,0.447,0.337,1,confident_default_accept
style_synth_02923,send_reminder,0.685,0.647,0.136,0.42,0,risky_irreversible_low_conf
style_synth_02924,send_reminder,0.689,0.329,0.776,0.257,0,low_confidence_default_reject
style_synth_02925,pay_bill,0.555,0.506,0.964,0.152,0,low_confidence_default_reject
style_synth_02926,reorganize_files,0.895,0.257,0.725,0.116,0,low_trust_user
style_synth_02927,draft_message,0.527,0.197,0.712,0.183,0,low_trust_user
style_synth_02928,pay_bill,0.868,0.306,0.516,0.081,1,confident_default_accept
style_synth_02929,draft_message,0.785,0.934,0.631,0.279,1,high_trust_high_conf
style_synth_02930,pay_bill,0.626,0.245,0.988,0.413,0,low_trust_user
style_synth_02931,pay_bill,0.701,0.567,0.016,0.092,0,risky_irreversible_low_conf
style_synth_02932,draft_message,0.948,0.419,0.058,0.187,1,confident_default_accept
style_synth_02933,schedule_event,0.774,0.757,0.9,0.161,1,high_trust_high_conf
style_synth_02934,draft_message,0.724,0.744,0.379,0.201,1,high_trust_high_conf
style_synth_02935,schedule_event,0.483,0.584,0.017,0.386,0,risky_irreversible_low_conf
style_synth_02936,send_reminder,0.794,0.55,0.116,0.207,0,risky_irreversible_low_conf
style_synth_02937,reorganize_files,0.61,0.635,0.239,0.146,0,risky_irreversible_low_conf
style_synth_02938,send_reminder,0.814,0.579,0.772,0.219,1,confident_default_accept
style_synth_02939,pay_bill,0.703,0.706,0.542,0.104,1,high_trust_high_conf
style_synth_02940,send_reminder,0.476,0.354,0.961,0.177,1,low_confidence_default_reject
style_synth_02941,draft_message,0.72,0.607,0.627,0.426,1,confident_default_accept
style_synth_02942,reorganize_files,0.78,0.695,0.011,0.61,0,risky_irreversible_low_conf
style_synth_02943,schedule_event,0.664,0.739,0.578,0.328,0,low_confidence_default_reject
style_synth_02944,reorganize_files,0.695,0.458,0.28,0.412,0,risky_irreversible_low_conf
style_synth_02945,send_reminder,0.82,0.181,0.664,0.444,0,low_trust_user
style_synth_02946,draft_message,0.675,0.697,0.915,0.151,0,low_confidence_default_reject
